completed_at,merchant,category,amount,first,last,gender,street,city,state,role,currency
2019-09-05T05:39:48,Huels-Hahn,gas_transport,77.26,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,"Psychologist, forensic",USD
2019-10-23T03:13:19,Padberg-Welch,grocery_pos,29.71,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,Paediatric nurse,CAD
2020-03-11T20:47:48,Wilkinson LLC,personal_care,13.57,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,Barrister,USD
2020-04-24T09:06:15,Kling Inc,gas_transport,63.4,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,Teaching laboratory technician,CAD
2020-04-07T13:11:07,Schmidt and Sons,shopping_net,1.79,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,Musician,CAD
2020-05-11T11:13:08,Rodriguez Group,gas_transport,47.56,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,Architect,CAD
2020-01-25T14:50:01,Deckow-Dare,food_dining,54.19,William,Jenkins,M,50614 Kevin Point,Harper,TX,"Pharmacist, community",CAD
2019-12-13T10:18:16,Kerluke Inc,misc_net,3.31,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,Health service manager,CAD
2019-07-17T22:46:44,Terry Ltd,home,234.74,Julia,Bell,F,576 House Crossroad,West Sayville,NY,Film/video editor,CAD
2020-04-25T17:23:35,Bauch-Blanda,entertainment,71.95,Monica,Lane,F,3270 Scott Islands,East Andover,ME,Animal nutritionist,CAD
2019-09-05T01:48:31,"Schaefer, Maggio and Daugherty",gas_transport,71.36,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,Pensions consultant,CAD
2019-06-16T12:51:59,"Zboncak, Rowe and Murazik",shopping_net,693.47,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,Building surveyor,USD
2019-01-16T21:46:04,Volkman PLC,food_dining,54.0,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,Dealer,CAD
2020-05-24T02:48:34,Bailey-Morar,grocery_pos,76.49,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,"Conservation officer, historic buildings",CAD
2019-07-02T15:33:11,Schuppe LLC,entertainment,14.86,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,Psychiatric nurse,CAD
2019-06-03T14:14:21,Schumm PLC,health_fitness,71.21,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,"Administrator, local government",CAD
2019-05-03T00:47:59,Harris Inc,gas_transport,46.81,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,Immunologist,CAD
2020-03-30T02:05:33,Morissette LLC,entertainment,53.29,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,Operations geologist,CAD
2020-01-09T16:30:31,O'Connell-Ullrich,home,11.22,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,Sports administrator,USD
2020-05-06T22:19:00,Friesen Ltd,health_fitness,85.18,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,Patent attorney,CAD
2020-03-29T10:45:17,Kuhn LLC,misc_net,5.55,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,Cytogeneticist,CAD
2020-05-18T04:27:53,Pfeffer LLC,grocery_net,45.58,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,Museum/gallery conservator,CAD
2019-11-11T16:51:42,Gerhold LLC,home,65.32,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,Electrical engineer,CAD
2019-05-23T10:32:18,"Runolfsdottir, Mueller and Hand",entertainment,9.25,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,Make,CAD
2020-06-16T23:25:40,Schumm PLC,shopping_net,8.42,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,Trade mark attorney,CAD
2019-07-13T15:37:52,"O'Connell, Botsford and Hand",home,38.62,John,Myers,M,701 Wilson Divide,Highland,IN,Community arts worker,CAD
2019-09-20T22:52:14,"Lehner, Reichert and Mills",misc_pos,4.49,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,Risk analyst,USD
2019-04-14T17:11:44,Abbott-Rogahn,entertainment,18.73,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,Health physicist,CAD
2020-02-28T15:33:16,Jacobi Inc,health_fitness,53.6,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,Naval architect,CAD
2019-07-04T12:41:49,Emmerich-Rau,personal_care,72.25,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,Manufacturing engineer,USD
2019-07-29T14:25:26,Abbott-Steuber,personal_care,40.49,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,Agricultural consultant,CAD
2019-10-28T22:28:33,Heller PLC,health_fitness,41.22,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,"Engineer, broadcasting (operations)",CAD
2019-10-10T21:56:02,Reilly LLC,home,13.04,Emily,Hall,F,8851 Reese Neck,Basye,VA,"Engineer, mining",CAD
2020-04-07T04:47:01,Friesen Inc,shopping_pos,127.8,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,Electrical engineer,CAD
2019-06-27T19:42:22,Johns Inc,entertainment,71.64,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,Broadcast presenter,USD
2020-05-16T03:36:40,Deckow-O'Conner,grocery_pos,151.82,Kimberly,Bush,F,6027 Scott Meadows Suite 494,Dell City,TX,Hydrogeologist,CAD
2019-09-01T05:13:09,Ledner-Pfannerstill,gas_transport,61.75,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,Naval architect,CAD
2020-06-02T14:05:32,Monahan-Morar,personal_care,26.83,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,Public librarian,CAD
2019-12-31T03:05:02,Metz-Boehm,shopping_pos,8.75,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,Fine artist,CAD
2020-05-28T19:18:41,"Haley, Jewess and Bechtelar",shopping_pos,103.59,Angela,White,F,137 Adam Dale,Lebanon,VA,"Teacher, English as a foreign language",CAD
2019-09-09T21:39:14,"Roberts, Ryan and Smith",personal_care,38.16,David,Kirby,M,133 Alyssa Plains,Lolita,TX,Archaeologist,CAD
2019-02-25T16:30:33,Parker-Kunde,personal_care,45.04,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,Emergency planning/management officer,CAD
2020-02-24T16:59:23,Erdman-Durgan,health_fitness,86.63,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,"Engineer, automotive",USD
2019-04-26T12:29:08,Dietrich-Fadel,health_fitness,1.71,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,Politician's assistant,CAD
2019-04-02T17:15:33,"Wintheiser, Dietrich and Schimmel",misc_pos,129.94,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,Secondary school teacher,CAD
2019-12-21T17:05:37,Fahey Inc,kids_pets,47.92,Lauren,Torres,F,03030 White Lakes,Grandview,TX,"Radiographer, therapeutic",CAD
2019-07-26T12:48:57,Kihn Inc,shopping_pos,806.58,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,"Research officer, political party",CAD
2019-12-20T16:33:12,Jacobi Inc,health_fitness,48.09,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,"Surveyor, rural practice",USD
2019-05-17T06:33:34,"Swaniawski, Bahringer and Ledner",grocery_net,51.66,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,Insurance broker,CAD
2020-03-24T04:18:23,Ortiz Group,grocery_net,67.78,Megan,Fernandez,F,77127 Paul Station Apt. 495,Woods Cross,UT,Insurance broker,USD
2019-01-17T20:44:33,Thompson-Gleason,health_fitness,21.46,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,"Librarian, public",CAD
2019-06-08T14:47:04,Kihn Inc,shopping_pos,4.13,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,Production manager,CAD
2019-08-31T17:14:37,"Schumm, McLaughlin and Carter",food_dining,12.48,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,"Therapist, horticultural",CAD
2019-09-27T20:01:43,Thompson-Gleason,health_fitness,76.54,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,Early years teacher,CAD
2020-03-16T12:00:55,"Conroy, Balistreri and Gorczany",health_fitness,140.98,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,Web designer,CAD
2020-02-03T14:47:14,"Metz, Russel and Metz",kids_pets,13.68,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,Energy engineer,USD
2019-04-13T13:39:31,Weber and Sons,food_dining,12.72,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,"Engineer, petroleum",CAD
2020-02-07T00:47:14,Paucek-Wiza,grocery_net,70.83,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,Structural engineer,CAD
2019-06-23T21:04:54,Nader-Heller,misc_net,47.89,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,Energy manager,USD
2019-11-19T22:54:09,Boyer-Reichert,shopping_net,99.71,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,Pathologist,CAD
2019-08-22T13:09:46,Daugherty-Thompson,food_dining,37.45,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,Environmental consultant,CAD
2019-12-21T19:20:14,Bartoletti and Sons,personal_care,9.23,John,Hudson,M,886 Nicole Key,Stillwater,OK,Cabin crew,USD
2019-12-15T09:24:12,Doyle Ltd,grocery_pos,61.92,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,Fitness centre manager,CAD
2019-12-29T04:17:16,Smitham-Schiller,grocery_net,34.75,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,Sports development officer,CAD
2020-06-19T03:54:32,Hudson-Ratke,grocery_pos,66.08,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,Chief of Staff,CAD
2019-05-19T07:21:52,Mayert Group,shopping_pos,7.37,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,Audiological scientist,USD
2019-07-11T21:32:08,"Turner, Ziemann and Lehner",food_dining,31.1,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,Records manager,CAD
2019-12-03T23:55:07,Lynch-Wisozk,home,1.75,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,Energy manager,CAD
2019-03-11T21:21:20,Jakubowski Inc,home,81.69,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,"Pilot, airline",CAD
2020-06-17T23:52:22,"Reichert, Rowe and Mraz",shopping_net,8.79,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,"Librarian, public",CAD
2020-06-09T20:40:27,Tillman LLC,travel,8.85,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,Careers information officer,CAD
2019-06-10T15:12:42,Ernser-Feest,home,79.08,Mark,Brown,M,8580 Moore Cove,Wales,AK,"Administrator, education",USD
2019-07-09T16:17:05,Hills-Boyer,personal_care,57.8,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,"Librarian, public",USD
2019-07-29T09:51:23,"Fadel, Mertz and Rippin",entertainment,59.58,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,Production engineer,USD
2020-02-28T04:50:56,"Jenkins, Hauck and Friesen",gas_transport,82.75,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,IT trainer,CAD
2020-02-20T00:00:13,"Kutch, Hermiston and Farrell",gas_transport,44.11,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,Chemical engineer,CAD
2019-04-26T07:09:02,Funk Group,grocery_net,45.26,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,Heritage manager,CAD
2019-03-23T00:56:35,Eichmann-Russel,misc_pos,131.49,Sharon,Smith,F,17666 David Valleys,Sun City,CA,"Designer, exhibition/display",CAD
2019-02-05T03:11:55,Wisozk and Sons,misc_pos,8.55,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,Mining engineer,CAD
2019-07-25T22:40:16,"Altenwerth, Cartwright and Koss",shopping_net,8.2,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,Information systems manager,USD
2019-02-21T13:36:34,Hirthe-Beier,health_fitness,14.26,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,IT trainer,CAD
2019-08-12T01:25:25,McDermott-Weimann,grocery_pos,106.05,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,Occupational psychologist,CAD
2020-06-05T18:44:38,Maggio-Fahey,misc_pos,2.79,Carlos,Chung,M,8957 Russell Key,Grant,AL,Curator,CAD
2019-04-07T14:00:27,Sawayn PLC,shopping_pos,4.18,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,Chartered accountant,USD
2019-11-09T02:42:54,"Johnston, Nikolaus and Maggio",grocery_net,41.51,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,"Radiographer, diagnostic",CAD
2019-01-27T19:46:02,Shields-Wunsch,health_fitness,87.19,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,Contractor,USD
2019-08-29T17:04:42,"Roberts, Daniel and Macejkovic",kids_pets,202.77,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,Network engineer,CAD
2020-05-23T13:33:56,"Baumbach, Feeney and Morar",shopping_net,74.36,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,Tourism officer,USD
2019-03-04T03:24:51,"Gottlieb, Considine and Schultz",shopping_net,6.4,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,Communications engineer,CAD
2019-09-13T22:35:49,Fisher-Schowalter,shopping_net,7.73,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,Nutritional therapist,CAD
2019-05-04T21:08:11,Bogisich-Homenick,misc_net,5.58,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,Biomedical scientist,CAD
2019-11-16T23:28:28,Lind-Buckridge,entertainment,19.41,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,Public relations account executive,CAD
2020-06-01T13:11:10,Simonis-Prohaska,misc_pos,27.37,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,Museum/gallery conservator,CAD
2019-08-25T15:09:30,Breitenberg LLC,travel,2.67,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,Further education lecturer,CAD
2019-02-10T04:59:45,Kutch and Sons,grocery_pos,260.69,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,Chartered loss adjuster,CAD
2019-06-08T18:01:36,Bednar Group,misc_net,1.41,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,Senior tax professional/tax inspector,CAD
2019-11-29T02:34:09,Schmitt Ltd,misc_net,6.73,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,Firefighter,USD
2019-12-18T08:05:05,Vandervort-Funk,grocery_pos,215.58,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,Environmental consultant,USD
2019-09-30T00:25:34,Prohaska-Murray,gas_transport,72.07,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,"Engineer, land",CAD
2019-11-12T08:06:37,"Daugherty, Pouros and Beahan",shopping_pos,4.97,Jason,Gray,M,875 Amy Point,Amorita,OK,Barrister's clerk,USD
2019-08-10T14:28:23,"Bradtke, Torp and Bahringer",personal_care,69.54,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,Special educational needs teacher,USD
2019-05-12T13:32:53,"Langosh, Wintheiser and Hyatt",food_dining,3.2,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,Chief Technology Officer,CAD
2019-04-21T13:10:50,"Schuppe, Nolan and Hoeger",shopping_pos,7.18,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,"Teacher, special educational needs",CAD
2019-01-12T00:20:41,Wisozk and Sons,misc_pos,2.6,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,Accounting technician,CAD
2019-03-04T15:47:42,Reichel LLC,personal_care,1.89,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,Clothing/textile technologist,CAD
2019-10-12T05:30:22,"Boehm, Predovic and Reinger",misc_pos,96.66,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,Chief Executive Officer,CAD
2019-07-26T05:54:31,"Moen, Reinger and Murphy",grocery_pos,124.93,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,Environmental consultant,USD
2020-06-08T04:29:57,Dach-Borer,grocery_net,30.64,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,Teaching laboratory technician,USD
2020-02-20T21:38:27,"Schneider, Hayes and Nikolaus",food_dining,96.83,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,Event organiser,USD
2019-02-19T20:32:49,Goyette Inc,shopping_net,3.72,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,Sub,USD
2019-09-23T08:05:18,Dooley-Thompson,misc_net,8.11,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,Investment analyst,USD
2019-09-27T23:36:04,Daugherty LLC,kids_pets,54.99,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,"Development worker, community",CAD
2019-11-15T19:59:14,Gerhold LLC,home,73.23,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,Fisheries officer,USD
2019-11-27T16:28:25,"Wiza, Schaden and Stark",misc_pos,7.04,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,Fitness centre manager,CAD
2019-11-24T22:19:28,Lind-Buckridge,entertainment,20.43,Sharon,Smith,F,17666 David Valleys,Sun City,CA,"Designer, exhibition/display",CAD
2019-03-21T09:31:29,Heidenreich PLC,grocery_pos,114.53,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,Chiropodist,USD
2019-07-13T23:11:02,Volkman PLC,food_dining,61.76,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,Film/video editor,USD
2019-09-29T04:19:30,Corwin-Collins,gas_transport,70.33,David,Bonilla,M,82073 Jessica Camp,West Green,GA,Audiological scientist,USD
2020-02-23T18:47:28,Renner Ltd,home,9.88,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,Child psychotherapist,CAD
2019-10-05T14:40:52,"Zboncak, Rowe and Murazik",shopping_net,9.04,Angela,White,F,137 Adam Dale,Lebanon,VA,"Teacher, English as a foreign language",CAD
2019-01-25T09:41:01,Gibson-Deckow,entertainment,34.86,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,"Engineer, petroleum",USD
2019-12-27T12:37:56,"Hagenes, Hermann and Stroman",travel,4.96,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,Call centre manager,CAD
2019-04-26T04:48:02,Kutch-Hegmann,grocery_net,43.79,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,"Geologist, wellsite",CAD
2019-05-05T13:25:22,Ankunding LLC,shopping_net,5.02,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,"Engineer, land",CAD
2019-06-03T12:47:10,Zulauf LLC,personal_care,19.95,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,Academic librarian,CAD
2019-09-20T22:41:29,Spencer PLC,entertainment,3.55,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,Financial adviser,USD
2019-03-28T02:39:45,Kilback LLC,grocery_pos,43.03,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,Town planner,USD
2019-12-09T15:52:18,Prosacco LLC,personal_care,44.63,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,Lexicographer,CAD
2019-01-29T23:48:54,Herman Inc,misc_pos,4.21,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,Tourism officer,CAD
2019-03-20T07:35:01,Bashirian Group,shopping_net,7.85,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,Art gallery manager,CAD
2019-11-19T13:46:11,Barrows PLC,shopping_pos,7.99,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,Herbalist,USD
2019-05-17T02:46:52,"Schaefer, McGlynn and Bosco",gas_transport,7.81,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,Location manager,USD
2019-10-24T06:49:06,Pfeffer and Sons,shopping_pos,12.73,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,Facilities manager,CAD
2019-08-30T00:24:59,"Turner, Ziemann and Lehner",food_dining,23.73,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,"Programmer, multimedia",CAD
2019-02-03T22:47:56,Powlowski-Weimann,food_dining,117.35,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,Theme park manager,USD
2019-12-10T07:02:30,"Osinski, Ledner and Leuschke",grocery_pos,87.24,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,Medical secretary,CAD
2020-05-07T16:37:33,"Nicolas, Hills and McGlynn",entertainment,2.49,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,"Engineer, electronics",CAD
2019-09-30T14:01:39,Hyatt-Blick,travel,7.25,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,Commercial horticulturist,USD
2019-03-30T10:53:12,"Ferry, Lynch and Kautzer",misc_net,429.61,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,Radio producer,CAD
2020-04-14T14:38:21,Dickinson Ltd,personal_care,121.41,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,"Investment banker, corporate",CAD
2019-12-22T16:58:30,Carroll PLC,health_fitness,52.64,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,Maintenance engineer,CAD
2019-07-15T01:30:40,Kuhic Inc,grocery_pos,141.65,Andrea,Lewis,F,43075 Cohen Shoals,Ashford,WA,Video editor,CAD
2019-04-10T16:02:56,Powlowski-Weimann,food_dining,38.24,Erin,Chavez,F,3379 Williams Common,Littleton,CO,Water engineer,CAD
2020-02-07T21:07:45,Kautzer and Sons,personal_care,27.25,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,Geoscientist,CAD
2020-05-05T19:12:05,Kulas Group,health_fitness,43.94,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,Energy engineer,CAD
2019-09-29T21:04:12,Volkman PLC,food_dining,5.28,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,"Lecturer, further education",CAD
2019-11-28T12:04:14,Leffler-Goldner,personal_care,6.48,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,"Programme researcher, broadcasting/film/video",CAD
2019-07-27T20:13:31,Mohr-Bayer,shopping_net,4.71,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,"Pilot, airline",USD
2019-07-01T13:01:32,Hills-Witting,shopping_net,4.07,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,"Development worker, international aid",CAD
2019-10-23T01:13:23,Kris-Padberg,shopping_pos,5.74,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,Cytogeneticist,CAD
2019-10-14T04:18:47,"Lockman, West and Runte",grocery_pos,106.64,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,Agricultural consultant,CAD
2019-03-06T14:19:04,Fritsch LLC,travel,4.83,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,Chief Executive Officer,CAD
2019-05-12T12:28:15,"Ferry, Lynch and Kautzer",misc_net,57.53,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,Facilities manager,CAD
2020-03-26T21:24:30,"Lowe, Dietrich and Erdman",kids_pets,79.05,Erika,Gonzalez,F,907 Courtney Via Apt. 896,Irvine,KY,"Editor, magazine features",CAD
2020-05-12T20:50:40,Gerhold LLC,home,57.65,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,Diagnostic radiographer,CAD
2019-09-08T15:56:46,"Berge, Kautzer and Harris",personal_care,67.1,Cody,Miller,M,25748 John Wells,Mooresville,NC,Control and instrumentation engineer,CAD
2019-12-12T20:26:08,Johnston-Casper,travel,1.85,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,Advertising account planner,CAD
2020-02-27T03:15:51,Botsford Ltd,shopping_pos,138.48,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,Toxicologist,CAD
2019-06-17T21:27:08,"Romaguera, Wehner and Tromp",kids_pets,74.95,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,"Engineer, production",USD
2020-03-09T14:39:55,"O'Connell, Botsford and Hand",home,74.98,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,Advertising copywriter,CAD
2019-07-28T19:25:32,"Romaguera, Wehner and Tromp",kids_pets,78.09,David,Erickson,M,616 Jimenez Meadow Apt. 701,East Rochester,NY,Retail buyer,CAD
2020-06-09T19:37:58,"Romaguera, Wehner and Tromp",kids_pets,24.94,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,"Scientist, research (maths)",CAD
2019-08-26T06:47:46,Friesen Inc,shopping_pos,1.4,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,Agricultural consultant,CAD
2020-06-08T01:12:23,Cole PLC,grocery_pos,118.18,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,"Librarian, academic",CAD
2020-05-22T09:03:25,"Kovacek, Dibbert and Ondricka",grocery_pos,93.89,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,Waste management officer,CAD
2019-10-22T16:47:37,Price Inc,shopping_net,8.86,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,Archaeologist,CAD
2019-10-10T04:57:06,"Olson, Becker and Koch",gas_transport,72.54,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,Aid worker,USD
2019-09-10T15:19:03,Boyer-Reichert,shopping_net,8.94,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,"Engineer, control and instrumentation",USD
2020-03-11T11:45:28,Berge LLC,gas_transport,46.29,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,"Pilot, airline",CAD
2019-06-02T20:43:56,Ruecker-Mayert,kids_pets,56.93,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,"Scientist, audiological",CAD
2020-04-09T16:12:14,Eichmann-Kilback,home,150.68,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,Geophysicist/field seismologist,CAD
2020-02-25T10:25:46,DuBuque LLC,grocery_pos,122.0,Michelle,Russell,F,55505 Christy Via,Hawley,MN,Naval architect,CAD
2019-12-15T16:58:11,Padberg-Sauer,home,3.13,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,Patent attorney,USD
2019-12-06T02:13:12,"Lind, Huel and McClure",gas_transport,40.01,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,Immunologist,CAD
2019-09-30T06:24:18,"Raynor, Reinger and Hagenes",gas_transport,78.63,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,"Therapist, art",CAD
2020-06-17T14:39:14,Schiller Ltd,personal_care,8.28,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,"Journalist, newspaper",USD
2019-06-16T05:44:34,"Olson, Becker and Koch",gas_transport,62.19,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,"Education officer, museum",CAD
